Symbol,Timestamp,Open,High,Low,Close,Volume,Open Interest
FUT7,45070.0,80.625,80.925,80.45,80.875,299.0,3886.0
FUT8,45070.0,,,,,,5.0
FUT9,45070.0,1000000000000000.0,91.15,4658.929576644285,91.0,46.0,-29719.381878878266
FUT1,45071.0,79.15,79.25,77.025,77.425,14023.0,-4.380992229483007e-07
FUT10,45071.0,90.5,90.825,1e-08,-1399.9346095494784,42.0,1e-08
FUT11,45071.0,89.7,90.0,89.5,90.0,0.0,0.0
FUT12,45071.0,,,,,,10.0
FUT2,45071.0,80175.0,80250.0,77000.0,77000.0,21433.0,76502.0
FUT3,45071.0,79.675,79.7,76.625,76.675,917582.3542394962,51830.0
FUT4,45071.0,72.9,72.9,70.95,70.95,6321.0,35387.0
FUT5,45071.0,70.4,70.25,69.2,69.075,4319.0,25396.0
FUT6,45071.0,7550.0,7557.5,7432.5,7475.0,1853.0,509733.6756025868
FUT7,45071.0,80.45,80.5,79.5,79.875,223.0,3928.0
FUT8,45071.0,,,,,,5.0
FUT9,45071.0,90.85,91.025,90.025,90.4,62.0,608.0
FUT1,45072.0,77.25,77.725,75.45,76.25,9845.0,30554.0
FUT10,45072.0,90.15,90.5,89.625,-1e+20,4843.095090213207,199.0
FUT11,45072.0,89.025,-3.928908149018972e-07,89.025,89.9,21.0,26.0
FUT12,45072.0,1e-08,-512763921.45701617,-1493572673.745404,39846966540099.21,-94.22321664463043,11.0
FUT2,45072.0,6318106.100271572,77525.0,74825.0,74025.0,20848.0,76469.0
FUT3,45072.0,76.65,76.925,73.475,74.125,0.0,0.0
FUT4,45072.0,71.0,71.575,68.625,69.125,8280.0,35824.0
FUT5,45072.0,69.475,69.9,67.325,67.575,7571.0,25734.0
FUT6,45072.0,7495.0,7540.000000000001,7322.499999999999,7300.0,2881.0,13057.0
FUT7,45072.0,80.1,80.525,78.45,78.7,-27892.063222790635,3947.0
FUT8,45072.0,,,,,,5.0
FUT9,45072.0,1e-08,90.375,1e-08,89.725,73.0,618.0
FUT1,45076.0,76.575,80.825,76.55,80.825,11725.0,-10000000000.0
FUT10,45076.0,90.7,1e-08,90.7,91.875,37.0,189.0
FUT11,45076.0,1e-08,91.0,90.0,91.0,31.0,40.0
FUT12,45076.0,,,,,,11.0
FUT2,45076.0,75275.0,79525.0,-433406.036946639,79525.0,0.0,0.0
FUT3,45076.0,74.6,78.8,74.425,78.8,15421.0,53403.0
FUT4,45076.0,69.3,1e-08,69.275,1e-08,9035.0,36121.0
FUT5,45076.0,67.8,71.525,67.8,71.125,4980.0,26008.0
FUT6,45076.0,7359.999999999999,7662.5,568017.3006670224,7627.500000000001,1489.0,13116.0
FUT7,45076.0,79.45,81.85,79.45,-187.7290732283521,-11120.243177543323,4028.0
FUT8,45076.0,,,,,,5.0
FUT9,45076.0,90.2,92.0,90.2,91.9,177.0,679.0
FUT1,45077.0,81.325,82.925,81.325,82.825,10925.0,25843.0
FUT10,45077.0,92.05,1e-08,92.05,92.15,13.0,186.0
FUT11,45077.0,91.0,92.425,-4374.962415451897,92.05,-295.7988572330399,43.0
FUT12,45077.0,,,,,,11.0
FUT2,45077.0,-696653.6370905016,83775.0,80350.0,83325.0,32277.0,69158.0
FUT3,45077.0,79.5,82.3,81.8,79.425,15560.0,54226.0
FUT4,45077.0,73.525,75.75,73.525,-7489.539920882749,8290.0,-3527031.0983775933
FUT5,45077.0,71.75,73.35,71.65,72.4,7635.0,1e+20
FUT6,45077.0,7659.999999999999,7845.0,7659.999999999999,7740.000000000001,1e-08,770272.3117603479
FUT7,45077.0,10000000000.0,83.5,81.65,82.35,367.0,4109.0
FUT8,45077.0,,,,,2.0,5.0
FUT9,45077.0,93.95,91.85,91.85,92.65,51.0,685.0
FUT1,45078.0,83.025,-1481.1036455363817,82.15,83.75,10316.0,22854.0
FUT11,45078.0,91.775,91.775,91.775,-4460.503164881018,4.0,43.0
FUT12,45078.0,,,,,,11.0
