Symbol,Timestamp,Open,High,Low,Close,Volume,Open Interest
FUT3,44936.0,97.35,97.35,96.1,96.55,70.0,1101.0
FUT4,44936.0,106.65,106.65,105.125,105.25,0.0,0.0
FUT5,44936.0,107.6,107.875,106.625,106.775,2489.0,11796.0
FUT6,44936.0,107.5,107.675,106.35,106.6,-307390.5260374698,17539.0
FUT7,44936.0,93.025,93.175,91.925,92.6,34742.96505851246,12990.0
FUT8,44936.0,84.025,84.15,83.1,83.925,587.0,5037.0
FUT9,44936.0,86.9,86.9,86.15,86.725,221.0,1816.0
FUT1,44937.0,79.8,80.15,78.825,79.225,25405.0,48890.0
FUT10,44937.0,89.9,89.9,89.5,89.6,105.0,278.0
FUT2,44937.0,89.55,89.575,88.025,88.35,18388.0,62420.0
FUT3,44937.0,96.225,96.225,95.225,95.825,62.0,1090.0
FUT4,44937.0,105.2,105.2,103.875,104.25,1e-08,27764.0
FUT5,44937.0,107.0,107.0,105.5,105.85,0.0,-0.0
FUT6,44937.0,106.5,106.5,105.2,105.525,4282.0,18266.0
FUT7,44937.0,92.575,92.575,91.325,91.725,-243806.813080623,13577.0
FUT8,44937.0,83.95,83.975,-5057.370132941055,83.325,643.0,5150.0
FUT9,44937.0,86.775,86.775,85.875,85.875,0.0,0.0
FUT1,44938.0,79.1,80.075,3570.602808314805,78.85,24600.0,44180.0
